t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,-0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.044721359549995794
0.004,0.0,0.0,0.0,-0.08944271909999159,0.0,0.0,-0.08944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.08944271909999159,0.08944271909999159,0.0,0.0,0.0,0.08944271909999159,-0.08944271909999159,0.0,0.0,0.0,0.08944271909999159,0.0
0.006,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.13416407864998736,0.044721359549995794,0.044721359549995794,-0.13416407864998736,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794
0.008,0.0,0.08944271909999159,0.0,-0.08944271909999159,0.0,0.0,-0.17888543819998318,0.08944271909999159,-0.08944271909999159,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.08944271909999159,0.08944271909999159,0.08944271909999159,-0.08944271909999159,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.0,-0.08944271909999159,-0.08944271909999159,0.0,0.08944271909999159,-0.08944271909999159
0.01,0.044721359549995794,0.13416407864998736,-0.044721359549995794,-0.13416407864998736,0.044721359549995794,0.044721359549995794,-0.22360679774997896,0.044721359549995794,-0.13416407864998736,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.044721359549995794,0.044721359549995794,0.13416407864998736,-0.13416407864998736,-0.13416407864998736,-0.13416407864998736,0.044721359549995794,0.044721359549995794,-0.13416407864998736,-0.13416407864998736,0.044721359549995794,0.044721359549995794,-0.13416407864998736
0.012,0.0,0.08944271909999159,0.0,-0.08944271909999159,0.0,0.08944271909999159,-0.17888543819998318,0.0,-0.08944271909999159,-0.08944271909999159,0.0,0.0,0.08944271909999159,0.08944271909999159,0.17888543819998318,-0.08944271909999159,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.0,-0.17888543819998318,-0.17888543819998318,0.08944271909999159,0.08944271909999159,-0.17888543819998318
0.014,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.13416407864998736,0.044721359549995794,0.13416407864998736,-0.13416407864998736,-0.044721359549995794,-0.044721359549995794,-0.13416407864998736,-0.044721359549995794,-0.044721359549995794,0.13416407864998736,0.13416407864998736,0.22360679774997896,-0.044721359549995794,-0.13416407864998736,-0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.22360679774997896,-0.13416407864998736,0.13416407864998736,0.13416407864998736,-0.13416407864998736
0.016,0.0,0.08944271909999159,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.17888543819998318,-0.17888543819998318,0.0,-0.08944271909999159,-0.08944271909999159,0.0,-0.08944271909999159,0.17888543819998318,0.17888543819998318,0.17888543819998318,-0.08944271909999159,-0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.08944271909999159,-0.17888543819998318,-0.17888543819998318,0.17888543819998318,0.17888543819998318,-0.08944271909999159
0.018,0.044721359549995794,0.13416407864998736,-0.13416407864998736,-0.044721359549995794,0.13416407864998736,0.13416407864998736,-0.22360679774997896,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.13416407864998736,0.22360679774997896,0.13416407864998736,-0.044721359549995794,-0.22360679774997896,-0.044721359549995794,0.044721359549995794,0.13416407864998736,-0.22360679774997896,-0.13416407864998736,0.22360679774997896,0.22360679774997896,-0.13416407864998736
0.02,0.08944271909999159,0.17888543819998318,-0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.08944271909999159,-0.2683281572999747,-0.08944271909999159,0.0,-0.08944271909999159,0.0,0.0,0.17888543819998318,0.17888543819998318,0.17888543819998318,0.0,-0.17888543819998318,0.0,0.08944271909999159,0.08944271909999159,-0.17888543819998318,-0.17888543819998318,0.2683281572999747,0.2683281572999747,-0.17888543819998318
0.022,0.044721359549995794,0.22360679774997896,-0.22360679774997896,-0.044721359549995794,0.13416407864998736,0.044721359549995794,-0.31304951684997057,-0.13416407864998736,0.044721359549995794,-0.13416407864998736,-0.044721359549995794,-0.044721359549995794,0.13416407864998736,0.13416407864998736,0.13416407864998736,0.044721359549995794,-0.22360679774997896,-0.044721359549995794,0.13416407864998736,0.044721359549995794,-0.22360679774997896,-0.13416407864998736,0.22360679774997896,0.31304951684997057,-0.22360679774997896
0.024,0.0,0.2683281572999747,-0.17888543819998318,-0.08944271909999159,0.17888543819998318,0.08944271909999159,-0.35777087639996635,-0.08944271909999159,0.08944271909999159,-0.08944271909999159,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.17888543819998318,0.17888543819998318,0.08944271909999159,-0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.08944271909999159,-0.17888543819998318,-0.08944271909999159,0.2683281572999747,0.35777087639996635,-0.17888543819998318
0.026,0.044721359549995794,0.31304951684997057,-0.13416407864998736,-0.13416407864998736,0.22360679774997896,0.044721359549995794,-0.40249223594996214,-0.044721359549995794,0.044721359549995794,-0.13416407864998736,-0.13416407864998736,-0.13416407864998736,0.13416407864998736,0.13416407864998736,0.13416407864998736,0.13416407864998736,-0.22360679774997896,-0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.13416407864998736,-0.044721359549995794,0.22360679774997896,0.31304951684997057,-0.13416407864998736
0.028,0.0,0.2683281572999747,-0.17888543819998318,-0.08944271909999159,0.2683281572999747,0.08944271909999159,-0.4472135954999579,-0.08944271909999159,0.08944271909999159,-0.17888543819998318,-0.08944271909999159,-0.08944271909999159,0.08944271909999159,0.17888543819998318,0.08944271909999159,0.08944271909999159,-0.2683281572999747,0.0,0.08944271909999159,0.0,-0.08944271909999159,-0.08944271909999159,0.2683281572999747,0.35777087639996635,-0.08944271909999159
0.03,-0.044721359549995794,0.31304951684997057,-0.13416407864998736,-0.044721359549995794,0.22360679774997896,0.13416407864998736,-0.40249223594996214,-0.13416407864998736,0.044721359549995794,-0.22360679774997896,-0.044721359549995794,-0.044721359549995794,0.044721359549995794,0.22360679774997896,0.13416407864998736,0.13416407864998736,-0.22360679774997896,0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.13416407864998736,-0.044721359549995794,0.22360679774997896,0.31304951684997057,-0.044721359549995794
0.032,-0.08944271909999159,0.2683281572999747,-0.08944271909999159,-0.08944271909999159,0.17888543819998318,0.08944271909999159,-0.35777087639996635,-0.08944271909999159,0.08944271909999159,-0.2683281572999747,0.0,-0.08944271909999159,0.08944271909999159,0.17888543819998318,0.08944271909999159,0.17888543819998318,-0.17888543819998318,0.0,0.0,0.0,-0.08944271909999159,-0.08944271909999159,0.17888543819998318,0.2683281572999747,-0.08944271909999159
0.034,-0.044721359549995794,0.31304951684997057,-0.044721359549995794,-0.13416407864998736,0.22360679774997896,0.044721359549995794,-0.31304951684997057,-0.13416407864998736,0.13416407864998736,-0.31304951684997057,0.044721359549995794,-0.044721359549995794,0.13416407864998736,0.22360679774997896,0.044721359549995794,0.13416407864998736,-0.13416407864998736,0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.13416407864998736,0.13416407864998736,0.22360679774997896,-0.044721359549995794
0.036,-0.08944271909999159,0.35777087639996635,-0.08944271909999159,-0.17888543819998318,0.17888543819998318,0.0,-0.35777087639996635,-0.08944271909999159,0.17888543819998318,-0.2683281572999747,0.0,-0.08944271909999159,0.17888543819998318,0.2683281572999747,0.08944271909999159,0.08944271909999159,-0.17888543819998318,0.08944271909999159,0.0,0.0,-0.08944271909999159,-0.17888543819998318,0.17888543819998318,0.17888543819998318,0.0
0.038,-0.044721359549995794,0.31304951684997057,-0.13416407864998736,-0.13416407864998736,0.22360679774997896,0.044721359549995794,-0.31304951684997057,-0.13416407864998736,0.22360679774997896,-0.22360679774997896,0.044721359549995794,-0.044721359549995794,0.22360679774997896,0.31304951684997057,0.044721359549995794,0.044721359549995794,-0.22360679774997896,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.13416407864998736,-0.13416407864998736,0.13416407864998736,0.22360679774997896,-0.044721359549995794
0.04,-0.08944271909999159,0.2683281572999747,-0.08944271909999159,-0.08944271909999159,0.2683281572999747,0.08944271909999159,-0.2683281572999747,-0.17888543819998318,0.17888543819998318,-0.17888543819998318,0.08944271909999159,0.0,0.2683281572999747,0.35777087639996635,0.08944271909999159,0.08944271909999159,-0.17888543819998318,0.0,0.08944271909999159,0.0,-0.08944271909999159,-0.17888543819998318,0.08944271909999159,0.2683281572999747,-0.08944271909999159
0.042,-0.044721359549995794,0.31304951684997057,-0.13416407864998736,-0.044721359549995794,0.31304951684997057,0.044721359549995794,-0.31304951684997057,-0.22360679774997896,0.22360679774997896,-0.13416407864998736,0.13416407864998736,-0.044721359549995794,0.22360679774997896,0.40249223594996214,0.044721359549995794,0.13416407864998736,-0.22360679774997896,0.044721359549995794,0.044721359549995794,-0.044721359549995794,-0.13416407864998736,-0.22360679774997896,0.13416407864998736,0.31304951684997057,-0.044721359549995794
0.044,-0.08944271909999159,0.2683281572999747,-0.08944271909999159,0.0,0.35777087639996635,0.08944271909999159,-0.35777087639996635,-0.17888543819998318,0.2683281572999747,-0.08944271909999159,0.08944271909999159,-0.08944271909999159,0.17888543819998318,0.35777087639996635,0.08944271909999159,0.17888543819998318,-0.2683281572999747,0.08944271909999159,0.08944271909999159,0.0,-0.08944271909999159,-0.17888543819998318,0.08944271909999159,0.35777087639996635,-0.08944271909999159
0.046,-0.13416407864998736,0.22360679774997896,-0.13416407864998736,-0.044721359549995794,0.31304951684997057,0.044721359549995794,-0.40249223594996214,-0.22360679774997896,0.22360679774997896,-0.044721359549995794,0.13416407864998736,-0.044721359549995794,0.22360679774997896,0.40249223594996214,0.13416407864998736,0.22360679774997896,-0.31304951684997057,0.044721359549995794,0.13416407864998736,0.044721359549995794,-0.044721359549995794,-0.22360679774997896,0.044721359549995794,0.31304951684997057,-0.044721359549995794
0.048,-0.08944271909999159,0.2683281572999747,-0.08944271909999159,-0.08944271909999159,0.2683281572999747,0.0,-0.4472135954999579,-0.2683281572999747,0.2683281572999747,-0.08944271909999159,0.08944271909999159,0.0,0.2683281572999747,0.4472135954999579,0.08944271909999159,0.17888543819998318,-0.2683281572999747,0.08944271909999159,0.08944271909999159,0.08944271909999159,0.0,-0.2683281572999747,0.0,0.2683281572999747,0.0
0.05,-0.13416407864998736,0.31304951684997057,-0.13416407864998736,-0.044721359549995794,0.31304951684997057,-0.044721359549995794,-0.4919349550499537,-0.31304951684997057,0.22360679774997896,-0.13416407864998736,0.13416407864998736,-0.044721359549995794,0.31304951684997057,0.40249223594996214,0.044721359549995794,0.22360679774997896,-0.22360679774997896,0.044721359549995794,0.13416407864998736,0.13416407864998736,-0.044721359549995794,-0.22360679774997896,-0.044721359549995794,0.22360679774997896,0.044721359549995794
0.052,-0.17888543819998318,0.35777087639996635,-0.08944271909999159,0.0,0.2683281572999747,0.0,-0.5366563145999494,-0.35777087639996635,0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.0,0.35777087639996635,0.35777087639996635,0.08944271909999159,0.2683281572999747,-0.2683281572999747,0.08944271909999159,0.08944271909999159,0.17888543819998318,-0.08944271909999159,-0.2683281572999747,-0.08944271909999159,0.17888543819998318,0.0
0.054,-0.22360679774997896,0.31304951684997057,-0.044721359549995794,0.044721359549995794,0.31304951684997057,-0.044721359549995794,-0.4919349550499537,-0.31304951684997057,0.13416407864998736,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.40249223594996214,0.40249223594996214,0.13416407864998736,0.22360679774997896,-0.31304951684997057,0.13416407864998736,0.13416407864998736,0.22360679774997896,-0.044721359549995794,-0.22360679774997896,-0.044721359549995794,0.13416407864998736,-0.044721359549995794
0.056,-0.17888543819998318,0.35777087639996635,-0.08944271909999159,0.0,0.2683281572999747,-0.08944271909999159,-0.5366563145999494,-0.35777087639996635,0.17888543819998318,-0.08944271909999159,0.08944271909999159,-0.08944271909999159,0.4472135954999579,0.35777087639996635,0.17888543819998318,0.17888543819998318,-0.2683281572999747,0.17888543819998318,0.17888543819998318,0.2683281572999747,0.0,-0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.0
0.058,-0.22360679774997896,0.40249223594996214,-0.044721359549995794,0.044721359549995794,0.31304951684997057,-0.044721359549995794,-0.5813776741499453,-0.40249223594996214,0.13416407864998736,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.40249223594996214,0.40249223594996214,0.13416407864998736,0.13416407864998736,-0.22360679774997896,0.22360679774997896,0.13416407864998736,0.22360679774997896,0.044721359549995794,-0.22360679774997896,-0.044721359549995794,0.13416407864998736,-0.044721359549995794
0.06,-0.17888543819998318,0.4472135954999579,-0.08944271909999159,0.08944271909999159,0.2683281572999747,-0.08944271909999159,-0.6260990336999411,-0.4472135954999579,0.17888543819998318,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.08944271909999159,0.17888543819998318,-0.2683281572999747,0.2683281572999747,0.08944271909999159,0.2683281572999747,0.08944271909999159,-0.17888543819998318,-0.08944271909999159,0.08944271909999159,0.0
0.062,-0.22360679774997896,0.40249223594996214,-0.044721359549995794,0.044721359549995794,0.22360679774997896,-0.044721359549995794,-0.6708203932499369,-0.4919349550499537,0.13416407864998736,-0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.4919349550499537,0.40249223594996214,0.044721359549995794,0.22360679774997896,-0.22360679774997896,0.22360679774997896,0.13416407864998736,0.31304951684997057,0.13416407864998736,-0.13416407864998736,-0.044721359549995794,0.044721359549995794,0.044721359549995794
0.064,-0.2683281572999747,0.4472135954999579,0.0,0.08944271909999159,0.17888543819998318,0.0,-0.6260990336999411,-0.4472135954999579,0.08944271909999159,0.0,0.08944271909999159,0.0,0.5366563145999494,0.4472135954999579,0.08944271909999159,0.2683281572999747,-0.2683281572999747,0.2683281572999747,0.17888543819998318,0.2683281572999747,0.08944271909999159,-0.08944271909999159,0.0,0.0,0.08944271909999159
0.066,-0.22360679774997896,0.40249223594996214,-0.044721359549995794,0.044721359549995794,0.22360679774997896,-0.044721359549995794,-0.5813776741499453,-0.40249223594996214,0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.4919349550499537,0.4919349550499537,0.044721359549995794,0.31304951684997057,-0.22360679774997896,0.22360679774997896,0.13416407864998736,0.31304951684997057,0.13416407864998736,-0.044721359549995794,-0.044721359549995794,-0.044721359549995794,0.13416407864998736
0.068,-0.17888543819998318,0.35777087639996635,-0.08944271909999159,0.0,0.2683281572999747,0.0,-0.6260990336999411,-0.4472135954999579,0.0,0.08944271909999159,0.0,-0.08944271909999159,0.5366563145999494,0.5366563145999494,0.08944271909999159,0.2683281572999747,-0.17888543819998318,0.17888543819998318,0.08944271909999159,0.35777087639996635,0.17888543819998318,0.0,0.0,-0.08944271909999159,0.17888543819998318
0.07,-0.13416407864998736,0.40249223594996214,-0.044721359549995794,0.044721359549995794,0.31304951684997057,-0.044721359549995794,-0.6708203932499369,-0.40249223594996214,-0.044721359549995794,0.044721359549995794,0.044721359549995794,-0.044721359549995794,0.5813776741499453,0.4919349550499537,0.13416407864998736,0.22360679774997896,-0.22360679774997896,0.13416407864998736,0.13416407864998736,0.31304951684997057,0.22360679774997896,-0.044721359549995794,0.044721359549995794,-0.13416407864998736,0.13416407864998736
0.072,-0.08944271909999159,0.35777087639996635,-0.08944271909999159,0.0,0.2683281572999747,-0.08944271909999159,-0.6260990336999411,-0.35777087639996635,0.0,0.0,0.08944271909999159,0.0,0.6260990336999411,0.5366563145999494,0.17888543819998318,0.17888543819998318,-0.2683281572999747,0.17888543819998318,0.08944271909999159,0.2683281572999747,0.17888543819998318,-0.08944271909999159,0.08944271909999159,-0.17888543819998318,0.17888543819998318
